City_ID,City_Desc,State_ID
1914,La Crosse,49
1915,Lake Geneva,49
1916,Madison,49
1917,Manitowoc,49
1918,Marinette,49
1919,Menasha,49
1920,Milwaukee,49
1921,Neenah,49
1922,New Glarus,49
1923,Oconto,49
1924,Oshkosh,49
1925,Peshtigo,49
1926,Portage,49
1927,Prairie du Chien,49
1928,Racine,49
1929,Rhinelander,49
1930,Ripon,49
1931,Sheboygan,49
1932,Spring Green,49
1933,Stevens Point,49
1934,Sturgeon Bay,49
1935,Superior,49
1936,Waukesha,49
1937,Wausau,49
1938,Wauwatosa,49
1939,West Allis,49
1940,West Bend,49
1941,Wisconsin Dells,49
1942,Buffalo,50
1943,Casper,50
1944,Cheyenne,50
1945,Cody,50
1946,Douglas,50
1947,Evanston,50
1948,Gillette,50
1949,Green River,50
1950,Jackson,50
1951,Lander,50
1952,Laramie,50
1953,Newcastle,50
1954,Powell,50
1955,Rawlins,50
1956,Riverton,50
1957,Rock Springs,50
1958,Sheridan,50
1959,Ten Sleep,50
1960,Thermopolis,50
1961,Torrington,50
1962,Worland,50
